Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2024-06-10,176.06,178.57,173.17,173.79,50869682
2024-06-11,173.92,174.75,167.41,170.66,64761928
2024-06-12,171.12,180.55,169.8,177.29,90389446
2024-06-13,188.39,191.08,181.23,182.47,118984122
2024-06-14,185.8,186,176.92,178.01,82038194
2024-06-17,177.92,188.81,177,187.44,109786083
2024-06-18,186.56,187.2,182.37,184.86,68982265
2024-06-20,184.68,185.21,179.66,181.57,55893139
2024-06-21,182.3,183.95,180.69,183.01,63029482
2024-06-24,184.97,188.8,182.55,182.58,61992070
2024-06-25,184.4,187.97,182.01,187.35,63678265
2024-06-26,186.54,197.755,186.36,196.37,95737066
2024-06-27,195.17,198.72,194.05,197.42,72746521
2024-06-28,199.55,203.2,195.26,197.88,95438068
2024-07-01,201.02,213.23,200.85,209.86,135691395
2024-07-02,218.89,231.3,218.06,231.26,205047920
2024-07-03,234.56,248.35,234.25,246.39,166561471
2024-07-05,249.81,252.37,242.4601,251.52,154501152
2024-07-08,247.71,259.439,244.57,252.94,157219580
2024-07-09,251,265.61,250.3,262.33,160742516
2024-07-10,262.8,267.59,257.86,263.26,128519430
2024-07-11,263.3,271,239.65,241.03,221707273
2024-07-12,235.8,251.84,233.0912,248.23,155955773
2024-07-15,255.97,265.6,251.73,252.64,146912920
2024-07-16,255.31,258.62,245.8001,256.56,126332470
2024-07-17,252.73,258.47,246.182,248.5,115584810
2024-07-18,251.09,257.14,247.2,249.23,110869037
2024-07-19,247.79,249.44,236.83,239.2,87403903
2024-07-22,244.21,253.21,243.75,251.51,101225430
2024-07-23,253.6,255.7594,245.63,246.38,111928192
2024-07-24,225.42,225.99,214.71,215.99,167942939
2024-07-25,216.8,226,216.231,220.25,100636466
2024-07-26,221.19,222.2799,215.33,219.8,94604145
2024-07-29,224.9,234.27,224.7,232.1,129201789
2024-07-30,232.25,232.41,220,222.62,100560334
2024-07-31,227.9,234.68,226.7875,232.07,67497011
2024-08-01,227.69,231.867,214.3328,216.86,83861898
2024-08-02,214.88,216.13,205.78,207.67,82880120
2024-08-05,185.22,203.8799,182,198.88,100308836
2024-08-06,200.75,202.9,192.67,200.64,73783942
2024-08-07,200.77,203.49,191.48,191.76,71159778
2024-08-08,195.7,200.7,192.04,198.84,65033874
2024-08-09,197.05,200.88,195.11,200,58648274
2024-08-12,199.02,199.26,194.67,197.49,64044903
2024-08-13,198.47,208.49,197.06,207.83,76247387
2024-08-14,207.39,208.44,198.75,201.38,70250014
2024-08-15,205.02,215.88,204.82,214.14,89848530
2024-08-16,211.15,219.8,210.8,216.12,88765122
2024-08-19,217.07,222.98,214.09,222.72,76435222
2024-08-20,224.88,228.22,219.56,221.1,74001182
2024-08-21,222.67,224.6594,218.86,223.27,70145964
2024-08-22,223.82,224.8,210.32,210.66,79514482
2024-08-23,214.455,221.48,214.21,220.32,81525207
2024-08-26,218.75,219.09,211.01,213.21,59301187
2024-08-27,213.25,215.66,206.94,209.21,62821390
2024-08-28,209.72,211.84,202.59,205.75,64116350
2024-08-29,209.8,214.89,205.97,206.28,62308818
2024-08-30,208.63,214.5701,207.03,214.11,63370608
2024-09-03,215.26,219.9043,209.64,210.6,76714222
2024-09-04,210.59,222.22,210.57,219.41,80651767
2024-09-05,223.49,235,222.25,230.17,119355013
2024-09-06,232.6,233.6,210.51,210.73,112177004
2024-09-09,216.2,219.87,213.67,216.27,67443518
2024-09-10,220.07,226.4,218.6377,226.17,78891136
2024-09-11,224.55,228.47,216.8003,228.13,83548633
2024-09-12,224.66,231.45,223.83,229.81,72020042
2024-09-13,228,232.67,226.32,230.29,59515114
2024-09-16,229.3,229.96,223.53,226.78,54322995
2024-09-17,229.45,234.57,226.5533,227.87,66761636
2024-09-18,230.09,235.68,226.88,227.2,78010204
2024-09-19,234,244.24,232.13,243.92,102694576
2024-09-20,241.52,243.99,235.92,238.25,99879070
2024-09-23,242.61,250,241.92,250,86927194
2024-09-24,254.08,257.19,249.0501,254.27,88490999
2024-09-25,252.54,257.05,252.28,257.02,65034318
2024-09-26,260.6,261.75,251.53,254.22,67142193
2024-09-27,257.375,260.6999,254.12,260.46,70988067
2024-09-30,259.04,264.86,255.77,261.63,80873381
2024-10-01,262.67,263.98,248.53,258.02,87397613
2024-10-02,247.55,251.1585,241.5,249.02,93983930
2024-10-03,244.48,249.79,237.81,240.66,80729240
2024-10-04,246.69,250.96,244.58,250.08,86726285
2024-10-07,249,249.83,240.7,240.83,68113270
2024-10-08,243.56,246.21,240.56,244.5,56303160
2024-10-09,243.82,247.43,239.51,241.05,66289529
2024-10-10,241.81,242.7899,232.34,238.77,83087063
2024-10-11,220.13,223.34,214.38,217.8,142628874
2024-10-14,220.13,221.91,213.74,219.16,86291923
2024-10-15,220.01,224.26,217.12,219.57,62988787
2024-10-16,221.4,222.8199,218.93,221.33,49632824
2024-10-17,221.59,222.08,217.9,220.89,50791784
2024-10-18,220.71,222.28,219.23,220.7,49611867
2024-10-21,218.9,220.48,215.726,218.85,47328988
2024-10-22,217.31,218.22,215.26,217.97,43268741
2024-10-23,217.125,218.72,212.11,213.65,80938892
2024-10-24,244.68,262.1199,242.65,260.48,204491903
2024-10-25,256.01,269.49,255.32,269.19,161611931
2024-10-28,270,273.536,262.24,262.51,107653603
2024-10-29,264.51,264.98,255.51,259.52,80521751
2024-10-30,258.035,263.35,255.8201,257.55,53993576
2024-10-31,257.99,259.75,249.25,249.85,66575292
2024-11-01,252.043,254,246.63,248.98,57544757
2024-11-04,244.56,248.9,238.88,242.84,68802354
2024-11-05,247.34,255.2799,246.2101,251.44,69282505
2024-11-06,284.67,289.59,275.62,288.53,165228710
2024-11-07,288.89,299.75,285.52,296.91,117309232
2024-11-08,299.14,328.71,297.66,321.22,204782763
2024-11-11,346.3,358.64,336,350,210521625
2024-11-12,342.74,345.84,323.31,328.49,155726016
2024-11-13,335.85,344.5999,322.5,330.24,125405599
2024-11-14,327.69,329.98,310.37,311.18,120726109
2024-11-15,310.57,324.6799,309.22,320.72,114440286
2024-11-18,340.73,348.5499,330.01,338.74,126547455
2024-11-19,335.76,347.3799,332.75,346,88852452
2024-11-20,345,346.5999,334.3,342.03,66340650
2024-11-21,343.81,347.9899,335.28,339.64,58011719
2024-11-22,341.085,361.53,337.7,352.56,89140722
2024-11-25,360.14,361.93,338.2,338.59,95890899
2024-11-26,341,346.96,335.66,338.23,62295857
2024-11-27,341.8,342.55,326.59,332.89,57896439
2024-11-29,336.08,345.45,334.6501,345.16,37167621
2024-12-02,352.38,360,351.1501,357.09,77986478
2024-12-03,351.8,355.69,348.2,351.42,58267196
2024-12-04,353,358.1,348.6,357.93,50810874
2024-12-05,359.87,375.43,359.5,369.49,81403569
2024-12-06,377.42,389.49,370.8,389.22,81455834
2024-12-09,397.61,404.8,378.01,389.79,96359173
2024-12-10,392.68,409.73,390.85,400.99,97563578
2024-12-11,409.7,424.88,402.38,424.77,104287559
2024-12-12,424.84,429.3,415,418.1,87752225
2024-12-13,420,436.3,415.71,436.23,89000158
2024-12-16,441.09,463.19,436.15,463.02,114083811
2024-12-17,475.9,483.99,457.5101,479.86,131222978
2024-12-18,466.495,488.5399,427.01,440.13,149340788
2024-12-19,451.88,456.36,420.02,436.17,118566146
2024-12-20,425.505,447.08,417.64,421.06,132216176
2024-12-23,431,434.51,415.4112,430.6,72698055
2024-12-24,435.9,462.78,435.14,462.28,59551750
2024-12-26,465.16,465.3299,451.02,454.13,76651210
2024-12-27,449.52,450,426.5,431.66,82666821
2024-12-30,419.4,427,415.75,417.41,64941012
2024-12-31,423.79,427.93,402.54,403.84,76825121
